小区,小区地址,PRI,AGE,YEAR,FAR,GRE,CAR,PRO,物业类型
迎恩里大院,越秀-北京路-迎恩里3号,50000,1990年,70年,2.00,20.0%,1,0.90元/平米/月,住宅
寺右中街小区,越秀-五羊新城-寺右中街11号,45800,1995年,70年,1.50,20.0%,0,1.80元/平米/月,住宅
寺右南华悦居,越秀-五羊新城-寺右南一街,49300,2003年,70年,2.71,10.0%,0,1.00元/平米/月,住宅
人民北路845号,越秀-西门口-人民北路845号,22200,2015年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
人民北路861号,越秀-西门口-人民北路861-863号,20800,2015年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
荣华北,越秀-中山路-东濠涌高架路,30600,2005年,70年,1.20,22.0%,0,0.50元/平米/月,住宅
市府机关宿舍大院,越秀-盘福-盘福路24号,38000,1995年,70年,1.20,20.0%,0,1.00元/平米/月,住宅
省社会科学培训中心宿舍,越秀-小北-秀北路228号,58000,1997年,70年,2.00,10.0%,1,1.50元/平米/月,住宅
轻工设计所,越秀-解放北-纸行路51号,29800,1995年,70年,1.50,20.0%,1,0.50元/平米/月,住宅
壬癸坊,越秀-北京路-中山五路,45200,2000年,70年,1.20,30.0%,0,0.30元/平米/月,住宅
瑞柏园,越秀-北京路-西湖路102号,25200,2002年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
人民北路863号,越秀-西门口-人民北路863号,29000,2015年,70年,1.20,30.0%,0,0.50元/平米/月,住宅
清水塘小区,越秀-广园东-广园东路,30200,1995年,70年,1.50,12.0%,1,0.80元/平米/月,住宅
商业新村,越秀-西门口-东风西路175号,21600,2000年,70年,2.50,36.0%,0,1.20元/平米/月,住宅
三育路18号大院,越秀-东风东-三育路18号,54000,1990年,70年,2.40,15.0%,0,0.60元/平米/月,住宅
省影宿舍,越秀-北京路-文明路108-110号,39200,1998年,70年,1.20,20.0%,1,1.50元/平米/月,住宅
侨海苑,越秀-东湖-东船上街,40000,2015年,70年,1.20,20.0%,0,0.80元/平米/月,住宅
农林下路87-97号宿舍,越秀-农林下路-农林下路87-97号,58000,1995年,70年,1.20,20.0%,0,0.80元/平米/月,住宅
启明横马路别墅,越秀-东山口-启明横马路,63000,1998年,70年,1.00,50.0%,0,3.50元/平米/月,别墅
先烈南路19号大院,越秀-东风东-先烈南路19号,44400,1996年,70年,2.50,23.0%,1,0.90元/平米/月,住宅
邻德坊,越秀-北京路-文明路,44800,1990年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
农林下路72号大院,越秀-农林下路-农林下路,57500,1995年,70年,1.20,32.0%,0,15.00元/平米/月,住宅
明月阁,越秀-五羊新城-明月一路20号,27600,2003年,70年,1.00,30.0%,0,5.00元/平米/月,住宅
乐景阁,越秀-共和路-寺右二横路10-3号,44800,1995年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
先烈中大院,越秀-黄花岗-先烈中路100-105号,43800,1998年,70年,4.86,32.0%,0,0.80元/平米/月,住宅
贤乐里,越秀-一德路-一德路,21800,1996年,70年,1.20,30.0%,1,0.50元/平米/月,住宅
六榕路5号大院,越秀-北京路-六榕路5号,41800,1998年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
农林上路五横路大院,越秀-农林下路-农林上路五横路,65000,2000年,70年,1.20,30.0%,0,10.00元/平米/月,住宅
明月二路邮政宿舍,越秀-五羊新城-明月二路18-22号,39600,1995年,70年,2.70,20.0%,0,0.60元/平米/月,住宅
流花雅轩,越秀-流花-站前横路,44600,2000年,70年,3.68,30.0%,1,1.50元/平米/月,住宅
农林东路22号大院,越秀-东山口-农林东路22号,75511,2000年,70年,3.00,45.0%,1,1.00元/平米/月,住宅
三茂公司宿舍,越秀-广园东-云泉路119号,26800,1998年,70年,1.50,20.0%,0,0.90元/平米/月,住宅
康乐里,越秀-解放中路-解放中路,28400,1990年,70年,1.20,20.0%,0,0.50元/平米/月,住宅
兴隆小区,越秀-北京路-百灵路,37200,1988年,70年,2.00,12.0%,1,0.50元/平米/月,住宅
新河轩,越秀-东山口-新河浦四横路29-33号,54500,2001年,70年,2.00,30.0%,1,1.50元/平米/月,住宅
人民北路金玉巷,越秀-西门口-人民北路,25400,1970年,70年,2.60,30.0%,0,0.90元/平米/月,住宅
区委宿舍,越秀-东川-竹丝岗四马路11号,29600,2000年,70年,1.20,30.0%,1,0.80元/平米/月,住宅
七株榕社区,越秀-解放南-海珠中路,31600,2004年,70年,1.20,50.0%,1,0.50元/平米/月,住宅
连新路小区,越秀-北京路-连新路,40000,1996年,70年,1.50,20.0%,0,1.00元/平米/月,住宅
